Id	Category
2230.0	Film
2232.0	Politics
2244.0	Politics
2246.0	Film
2259.0	Politics
2266.0	Politics
2275.0	Politics
2277.0	Politics
2278.0	Politics
2279.0	Politics
2288.0	Politics
2300.0	Politics
2301.0	Film
2307.0	Politics
2315.0	Politics
2318.0	Politics
2320.0	Politics
2323.0	Politics
2324.0	Politics
2325.0	Politics
2340.0	Politics
2341.0	Politics
2348.0	Politics
2350.0	Politics
2353.0	Politics
2362.0	Politics
2375.0	Politics
2377.0	Politics
2380.0	Politics
2383.0	Politics
2387.0	Politics
2391.0	Politics
2394.0	Politics
2395.0	Politics
2399.0	Politics
2410.0	Politics
2411.0	Politics
2415.0	Politics
2422.0	Politics
2424.0	Politics
2426.0	Politics
2432.0	Politics
2436.0	Politics
2437.0	Politics
2445.0	Politics
2447.0	Politics
2448.0	Politics
2464.0	Politics
2468.0	Politics
2473.0	Politics
2477.0	Politics
2487.0	Politics
2491.0	Politics
2492.0	Technology
2493.0	Politics
2496.0	Film
2499.0	Politics
2507.0	Politics
2514.0	Politics
2526.0	Politics
2530.0	Politics
2537.0	Politics
2538.0	Politics
2539.0	Politics
2541.0	Politics
2542.0	Technology
2543.0	Technology
2545.0	Technology
2551.0	Film
2554.0	Film
2556.0	Business
2558.0	Business
2559.0	Business
2560.0	Business
2561.0	Film
2566.0	Politics
2568.0	Film
2573.0	Film
2574.0	Film
2575.0	Film
2580.0	Film
2583.0	Film
2591.0	Business
2597.0	Film
2599.0	Politics
2605.0	Politics
2607.0	Politics
2614.0	Film
2620.0	Politics
2622.0	Politics
2629.0	Politics
2641.0	Politics
2642.0	Politics
2643.0	Politics
2644.0	Politics
2649.0	Politics
2653.0	Business
2661.0	Business
2662.0	Politics
2667.0	Business
2670.0	Politics
2678.0	Politics
2681.0	Politics
2684.0	Politics
2691.0	Politics
2702.0	Business
2704.0	Technology
2706.0	Technology
2722.0	Business
2732.0	Technology
2735.0	Business
2736.0	Politics
2741.0	Business
2745.0	Politics
2747.0	Politics
2748.0	Politics
2751.0	Business
2753.0	Business
2760.0	Business
2763.0	Politics
2766.0	Business
2768.0	Politics
2771.0	Politics
2774.0	Technology
2777.0	Politics
2778.0	Film
2781.0	Politics
2782.0	Politics
2783.0	Politics
2788.0	Politics
2789.0	Politics
2794.0	Politics
2798.0	Business
2804.0	Politics
2807.0	Technology
2808.0	Business
2812.0	Politics
2818.0	Business
2820.0	Politics
2833.0	Politics
2834.0	Politics
2837.0	Politics
2840.0	Politics
2841.0	Politics
2842.0	Politics
2849.0	Business
2855.0	Business
2861.0	Politics
2870.0	Politics
2873.0	Politics
2878.0	Business
2885.0	Business
2892.0	Politics
2896.0	Politics
2905.0	Business
2908.0	Business
2916.0	Politics
2917.0	Politics
2926.0	Business
2927.0	Politics
2932.0	Business
2940.0	Politics
2944.0	Politics
2946.0	Politics
2947.0	Politics
2948.0	Politics
2952.0	Politics
2957.0	Politics
2969.0	Politics
2970.0	Business
2979.0	Technology
2994.0	Business
2998.0	Business
2999.0	Technology
3002.0	Technology
3003.0	Technology
3009.0	Business
3013.0	Film
3015.0	Politics
3016.0	Politics
3021.0	Politics
3023.0	Politics
3029.0	Business
3030.0	Politics
3032.0	Politics
3033.0	Business
3039.0	Business
3048.0	Business
3054.0	Film
3055.0	Business
3065.0	Business
3066.0	Technology
3072.0	Business
3075.0	Business
3077.0	Business
3078.0	Business
3079.0	Business
3081.0	Business
3094.0	Business
3095.0	Politics
3105.0	Business
3108.0	Politics
3110.0	Politics
3117.0	Business
3121.0	Business
3126.0	Business
3128.0	Business
3129.0	Business
3130.0	Business
3131.0	Business
3132.0	Business
3134.0	Business
3135.0	Business
3144.0	Business
3173.0	Business
3175.0	Business
3178.0	Business
3185.0	Business
3187.0	Business
3211.0	Politics
3212.0	Business
3221.0	Business
3223.0	Business
3225.0	Business
3229.0	Business
3232.0	Politics
3236.0	Business
3248.0	Business
3258.0	Business
3262.0	Business
3266.0	Business
3268.0	Business
3277.0	Business
3279.0	Business
3284.0	Business
3286.0	Business
3289.0	Business
3291.0	Business
3293.0	Business
3294.0	Business
3298.0	Film
3299.0	Film
3309.0	Politics
3321.0	Politics
3323.0	Politics
3329.0	Business
3334.0	Business
3335.0	Business
3345.0	Politics
3347.0	Business
3355.0	Business
3359.0	Business
3367.0	Business
3369.0	Business
3375.0	Business
3379.0	Business
3382.0	Business
3390.0	Business
3391.0	Technology
3396.0	Business
3398.0	Business
3401.0	Business
3405.0	Politics
3414.0	Politics
3416.0	Politics
3419.0	Politics
3420.0	Business
3429.0	Business
3432.0	Business
3440.0	Business
3441.0	Business
3442.0	Business
3448.0	Politics
3457.0	Business
3462.0	Business
3463.0	Business
3464.0	Business
3472.0	Business
3474.0	Business
3477.0	Business
3478.0	Business
3485.0	Business
3488.0	Business
3501.0	Business
3506.0	Business
3521.0	Politics
3528.0	Business
3534.0	Politics
3543.0	Politics
3554.0	Business
3555.0	Politics
3559.0	Business
3561.0	Politics
3563.0	Politics
3575.0	Politics
3577.0	Politics
3580.0	Technology
3582.0	Politics
3594.0	Technology
3607.0	Technology
3614.0	Film
3630.0	Technology
3636.0	Technology
3638.0	Technology
3643.0	Technology
3644.0	Technology
3647.0	Technology
3649.0	Technology
3655.0	Film
3656.0	Film
3667.0	Technology
3668.0	Technology
3672.0	Film
3673.0	Technology
3675.0	Technology
3676.0	Technology
3677.0	Technology
3686.0	Technology
3688.0	Business
3690.0	Technology
3693.0	Technology
3697.0	Technology
3699.0	Technology
3705.0	Technology
3711.0	Technology
3713.0	Technology
3719.0	Technology
3721.0	Technology
3726.0	Technology
3727.0	Technology
3733.0	Business
3738.0	Business
3740.0	Film
3747.0	Business
3753.0	Business
3762.0	Politics
3768.0	Business
3770.0	Technology
3772.0	Technology
3774.0	Technology
3775.0	Technology
3787.0	Technology
3792.0	Technology
3794.0	Technology
3795.0	Technology
3819.0	Football
3820.0	Football
3837.0	Football
3840.0	Football
3846.0	Football
3851.0	Business
3855.0	Politics
3857.0	Business
3863.0	Business
3869.0	Business
3874.0	Football
3880.0	Politics
3881.0	Politics
3885.0	Football
3889.0	Football
3893.0	Football
3896.0	Football
3898.0	Football
3903.0	Football
3904.0	Football
3905.0	Football
3910.0	Football
3914.0	Politics
3919.0	Football
3924.0	Business
3927.0	Football
3929.0	Politics
3949.0	Football
3951.0	Football
3952.0	Business
3959.0	Football
3963.0	Football
3974.0	Football
3979.0	Football
3983.0	Football
3985.0	Football
3990.0	Football
3991.0	Football
3992.0	Football
3994.0	Football
3997.0	Football
3999.0	Football
4006.0	Technology
4015.0	Football
4021.0	Football
4022.0	Football
4031.0	Football
4040.0	Football
4045.0	Business
4047.0	Football
4060.0	Football
4066.0	Football
4067.0	Football
4072.0	Football
4078.0	Football
4086.0	Football
4092.0	Business
4098.0	Business
4106.0	Business
4107.0	Business
4109.0	Business
4110.0	Technology
4114.0	Business
4116.0	Business
4121.0	Technology
4122.0	Technology
4124.0	Technology
4125.0	Politics
4126.0	Technology
4128.0	Technology
4130.0	Technology
4132.0	Technology
4144.0	Technology
4155.0	Technology
4163.0	Technology
4165.0	Technology
4168.0	Technology
4176.0	Technology
4184.0	Technology
4187.0	Technology
4195.0	Technology
4200.0	Technology
4213.0	Film
4222.0	Technology
4223.0	Technology
4230.0	Technology
4235.0	Technology
4236.0	Technology
4242.0	Technology
4243.0	Technology
4258.0	Film
4261.0	Technology
4262.0	Technology
4263.0	Technology
4266.0	Technology
4268.0	Technology
4279.0	Technology
4297.0	Technology
4299.0	Technology
4300.0	Technology
4301.0	Technology
4309.0	Technology
4320.0	Technology
4327.0	Technology
4330.0	Technology
4338.0	Technology
4340.0	Technology
4341.0	Technology
4352.0	Technology
4353.0	Technology
4356.0	Technology
4357.0	Technology
4361.0	Technology
4374.0	Technology
4383.0	Technology
4387.0	Technology
4400.0	Technology
4402.0	Technology
4414.0	Technology
4416.0	Football
4421.0	Football
4423.0	Football
4426.0	Football
4427.0	Football
4428.0	Football
4432.0	Football
4435.0	Football
4437.0	Football
4441.0	Football
4451.0	Football
4453.0	Football
4456.0	Football
4457.0	Football
4461.0	Football
4462.0	Football
4465.0	Football
4466.0	Football
4469.0	Football
4482.0	Football
4496.0	Football
4497.0	Football
4502.0	Football
4503.0	Football
4510.0	Football
4513.0	Football
4518.0	Football
4523.0	Football
4528.0	Football
4533.0	Football
4540.0	Football
4549.0	Football
4554.0	Football
4555.0	Football
4566.0	Football
4569.0	Football
4588.0	Football
4593.0	Football
4600.0	Football
4601.0	Football
4603.0	Football
4608.0	Football
4611.0	Football
4613.0	Football
4616.0	Football
4617.0	Football
4619.0	Football
4621.0	Football
4632.0	Football
4635.0	Football
4640.0	Football
4648.0	Football
4659.0	Football
4662.0	Football
4664.0	Football
4669.0	Football
4674.0	Football
4677.0	Football
4682.0	Football
4683.0	Football
4685.0	Football
4687.0	Football
4689.0	Football
4699.0	Football
4713.0	Football
4717.0	Football
4722.0	Football
4730.0	Football
4732.0	Football
4743.0	Football
4744.0	Football
4745.0	Football
4746.0	Football
4748.0	Football
4751.0	Football
4756.0	Football
4757.0	Football
4758.0	Football
4760.0	Football
4761.0	Film
4771.0	Football
4773.0	Football
4776.0	Football
4781.0	Football
4784.0	Football
4798.0	Football
4800.0	Football
4805.0	Football
4809.0	Football
4817.0	Football
4824.0	Football
4825.0	Football
4828.0	Football
4830.0	Football
4833.0	Football
4837.0	Football
4838.0	Football
4847.0	Football
4848.0	Football
4854.0	Football
4855.0	Football
4861.0	Football
4864.0	Football
4865.0	Football
4888.0	Football
4890.0	Football
4898.0	Football
4900.0	Football
4902.0	Football
4910.0	Football
4912.0	Football
4914.0	Football
4916.0	Football
4920.0	Football
4923.0	Football
4926.0	Football
4927.0	Football
4928.0	Football
4933.0	Football
4940.0	Football
4943.0	Football
4963.0	Football
4966.0	Football
4970.0	Football
4973.0	Football
4974.0	Football
4976.0	Football
4977.0	Football
4979.0	Football
4985.0	Football
4991.0	Football
4997.0	Football
5008.0	Football
5013.0	Football
5019.0	Football
5034.0	Football
5037.0	Football
5041.0	Football
5042.0	Football
5046.0	Football
5051.0	Football
5054.0	Football
5055.0	Football
5063.0	Football
5072.0	Football
5075.0	Football
5077.0	Football
5079.0	Football
5092.0	Film
5101.0	Football
5106.0	Football
5107.0	Football
5128.0	Football
5129.0	Football
5130.0	Football
5133.0	Football
5138.0	Football
5164.0	Football
5168.0	Football
5172.0	Technology
5177.0	Football
5188.0	Football
5194.0	Technology
5195.0	Technology
5200.0	Football
5202.0	Technology
5210.0	Technology
5212.0	Technology
5214.0	Technology
5222.0	Business
5232.0	Technology
5237.0	Technology
5240.0	Film
5247.0	Technology
5251.0	Film
5255.0	Technology
5256.0	Technology
5261.0	Business
5278.0	Film
5281.0	Technology
5283.0	Business
5284.0	Business
5288.0	Technology
5290.0	Technology
5293.0	Football
5295.0	Technology
5299.0	Technology
5307.0	Technology
5311.0	Technology
5313.0	Football
5316.0	Business
5325.0	Technology
5338.0	Technology
5346.0	Technology
5348.0	Business
5350.0	Technology
5352.0	Technology
5360.0	Technology
5365.0	Technology
5368.0	Technology
5382.0	Technology
5390.0	Technology
5401.0	Technology
5407.0	Technology
5412.0	Technology
5419.0	Technology
5420.0	Business
5424.0	Technology
5427.0	Technology
5432.0	Film
5435.0	Technology
5439.0	Technology
5440.0	Business
5441.0	Technology
5448.0	Technology
5451.0	Business
5452.0	Business
5455.0	Technology
5458.0	Film
5462.0	Technology
5463.0	Film
5464.0	Technology
5466.0	Technology
5471.0	Technology
5478.0	Film
5479.0	Technology
5482.0	Technology
5483.0	Technology
5491.0	Film
5492.0	Film
5499.0	Film
5500.0	Film
5503.0	Film
5513.0	Film
5514.0	Film
5518.0	Film
5522.0	Film
5527.0	Film
5528.0	Film
5530.0	Film
5536.0	Technology
5541.0	Film
5550.0	Film
5553.0	Film
5554.0	Film
5556.0	Film
5561.0	Film
5564.0	Film
5565.0	Film
5570.0	Film
5574.0	Film
5581.0	Film
5582.0	Film
5586.0	Film
5592.0	Film
5599.0	Film
5610.0	Film
5615.0	Film
5622.0	Film
5623.0	Film
5628.0	Film
5637.0	Film
5639.0	Business
5641.0	Film
5648.0	Film
5649.0	Film
5660.0	Film
5662.0	Film
5664.0	Film
5666.0	Film
5667.0	Film
5679.0	Film
5683.0	Film
5689.0	Film
5692.0	Film
5693.0	Film
5694.0	Film
5700.0	Film
5701.0	Film
5704.0	Film
5707.0	Film
5709.0	Film
5711.0	Film
5714.0	Film
5717.0	Film
5719.0	Film
5728.0	Film
5736.0	Film
5738.0	Film
5742.0	Film
5744.0	Film
5751.0	Film
5752.0	Film
5757.0	Film
5760.0	Film
5761.0	Film
5763.0	Business
5775.0	Film
5781.0	Film
5784.0	Film
5787.0	Film
5796.0	Film
5804.0	Film
5805.0	Film
5816.0	Film
5821.0	Film
5823.0	Film
5827.0	Film
5829.0	Film
5833.0	Film
5837.0	Film
5838.0	Film
5842.0	Film
5849.0	Film
5851.0	Film
5865.0	Film
5873.0	Film
5886.0	Film
5895.0	Film
5900.0	Film
5906.0	Film
5910.0	Film
5913.0	Business
5914.0	Business
5918.0	Film
5930.0	Politics
5937.0	Politics
5942.0	Business
5943.0	Business
5947.0	Business
5955.0	Business
5960.0	Business
5962.0	Business
5964.0	Politics
5968.0	Business
5971.0	Business
5977.0	Business
5981.0	Politics
5989.0	Business
5990.0	Business
5994.0	Business
5998.0	Business
6002.0	Business
6007.0	Business
6018.0	Technology
6019.0	Business
6020.0	Business
6026.0	Business
6047.0	Business
6056.0	Business
6058.0	Technology
6060.0	Business
6062.0	Business
6067.0	Politics
6069.0	Technology
6071.0	Business
6073.0	Film
6074.0	Technology
6081.0	Business
6083.0	Film
6085.0	Business
6086.0	Politics
6087.0	Business
6093.0	Business
6101.0	Technology
6108.0	Business
6110.0	Football
6111.0	Football
6115.0	Football
6120.0	Business
6121.0	Technology
6125.0	Technology
6126.0	Football
6128.0	Politics
6130.0	Business
6131.0	Technology
6139.0	Technology
6140.0	Business
6143.0	Business
6157.0	Politics
6170.0	Politics
6176.0	Politics
6179.0	Technology
6180.0	Technology
6186.0	Technology
6187.0	Technology
6188.0	Technology
6196.0	Technology
6217.0	Football
6227.0	Football
6228.0	Football
6229.0	Football
6234.0	Football
6236.0	Football
6244.0	Technology
6249.0	Technology
6257.0	Football
6259.0	Football
6264.0	Football
6268.0	Football
6272.0	Film
6280.0	Football
6288.0	Football
6289.0	Football
6301.0	Football
6304.0	Football
6305.0	Football
6315.0	Football
6316.0	Football
6320.0	Football
6321.0	Football
6333.0	Football
6334.0	Football
6341.0	Football
6342.0	Technology
6347.0	Business
6350.0	Business
6352.0	Football
6356.0	Business
6357.0	Technology
6358.0	Film
6381.0	Film
6394.0	Film
6416.0	Film
6418.0	Business
6422.0	Business
6424.0	Business
6425.0	Business
6427.0	Business
6431.0	Politics
6432.0	Politics
6442.0	Politics
6443.0	Politics
6445.0	Politics
6456.0	Business
6459.0	Football
6460.0	Business
6473.0	Technology
6477.0	Film
6479.0	Technology
6482.0	Film
6499.0	Film
6501.0	Technology
6515.0	Technology
6517.0	Film
6518.0	Technology
6521.0	Film
6522.0	Technology
6530.0	Film
6534.0	Film
6536.0	Film
6538.0	Technology
6542.0	Film
6546.0	Technology
6548.0	Film
6558.0	Film
6568.0	Technology
6575.0	Business
6578.0	Business
6581.0	Business
6590.0	Business
6609.0	Politics
6611.0	Politics
6612.0	Politics
6624.0	Business
6629.0	Business
6630.0	Business
6632.0	Technology
6634.0	Politics
6637.0	Business
6642.0	Business
6643.0	Business
6644.0	Business
6657.0	Business
6660.0	Business
6664.0	Business
6679.0	Politics
6680.0	Business
6685.0	Business
6703.0	Politics
6705.0	Business
6706.0	Politics
6707.0	Politics
6708.0	Business
6709.0	Politics
6710.0	Politics
6711.0	Business
6712.0	Business
6716.0	Business
6723.0	Business
6725.0	Business
6738.0	Business
6742.0	Business
6755.0	Business
6757.0	Business
6761.0	Business
6762.0	Business
6763.0	Business
6764.0	Business
6769.0	Business
6772.0	Business
6773.0	Business
6777.0	Business
6778.0	Business
6788.0	Politics
6792.0	Business
6794.0	Business
6800.0	Business
6806.0	Politics
6820.0	Politics
6824.0	Business
6826.0	Business
6829.0	Business
6832.0	Business
6837.0	Business
6840.0	Business
6841.0	Business
6847.0	Business
6857.0	Business
6868.0	Technology
6882.0	Business
6893.0	Business
6895.0	Business
6897.0	Business
6898.0	Politics
6907.0	Business
6911.0	Business
6917.0	Film
6939.0	Business
6943.0	Technology
6952.0	Technology
6953.0	Politics
6954.0	Politics
6959.0	Politics
6965.0	Technology
6974.0	Technology
6982.0	Technology
6987.0	Technology
7001.0	Football
7003.0	Business
7006.0	Football
7007.0	Football
7012.0	Business
7013.0	Business
7020.0	Football
7024.0	Film
7030.0	Business
7031.0	Technology
7035.0	Business
7038.0	Business
7044.0	Technology
7045.0	Technology
7049.0	Politics
7051.0	Business
7057.0	Technology
7058.0	Business
7059.0	Business
7061.0	Technology
7068.0	Business
7071.0	Business
7090.0	Technology
7101.0	Film
7105.0	Technology
7108.0	Technology
7109.0	Politics
7110.0	Politics
7114.0	Technology
7121.0	Technology
7123.0	Technology
7124.0	Politics
7126.0	Technology
7132.0	Technology
7133.0	Politics
7136.0	Technology
7141.0	Politics
7142.0	Politics
7146.0	Film
7147.0	Politics
7151.0	Politics
7153.0	Politics
7154.0	Business
7157.0	Politics
7163.0	Film
7166.0	Film
7167.0	Film
7174.0	Film
7183.0	Business
7186.0	Business
7194.0	Technology
7205.0	Business
7214.0	Business
7216.0	Football
7221.0	Football
7225.0	Film
7234.0	Film
7240.0	Business
7248.0	Film
7251.0	Politics
7267.0	Football
7270.0	Film
7283.0	Football
7288.0	Football
7291.0	Football
7318.0	Business
7324.0	Business
7325.0	Business
7327.0	Business
7328.0	Technology
7329.0	Business
7331.0	Business
7345.0	Politics
7362.0	Politics
7367.0	Film
7369.0	Film
7370.0	Politics
7371.0	Politics
7376.0	Technology
7377.0	Technology
7390.0	Business
7396.0	Business
7401.0	Politics
7411.0	Business
7425.0	Politics
7426.0	Football
7445.0	Politics
7454.0	Politics
7455.0	Politics
7457.0	Politics
7459.0	Politics
7461.0	Politics
7469.0	Football
7471.0	Football
7478.0	Politics
7488.0	Politics
7490.0	Politics
7491.0	Business
7496.0	Politics
7514.0	Politics
7515.0	Politics
7521.0	Business
7525.0	Politics
7532.0	Politics
7548.0	Business
7552.0	Business
7553.0	Politics
7556.0	Politics
7566.0	Politics
7570.0	Business
7576.0	Business
7577.0	Politics
7590.0	Business
7601.0	Politics
7606.0	Politics
7609.0	Politics
7612.0	Politics
7619.0	Politics
7633.0	Politics
7641.0	Politics
7643.0	Politics
7645.0	Politics
7661.0	Politics
7666.0	Politics
7668.0	Politics
7671.0	Politics
7676.0	Politics
7677.0	Politics
7684.0	Politics
7693.0	Politics
7694.0	Politics
7707.0	Politics
7710.0	Politics
7712.0	Politics
7716.0	Politics
7717.0	Politics
7721.0	Politics
7724.0	Politics
7735.0	Politics
7737.0	Politics
7745.0	Politics
7757.0	Politics
7760.0	Football
7762.0	Business
7764.0	Politics
7765.0	Politics
7770.0	Football
7772.0	Politics
7773.0	Politics
7774.0	Politics
7777.0	Politics
7783.0	Business
7789.0	Football
7790.0	Politics
7800.0	Politics
7804.0	Business
7813.0	Politics
7814.0	Politics
7816.0	Politics
7822.0	Politics
7823.0	Business
7833.0	Politics
7836.0	Politics
7840.0	Politics
7844.0	Politics
7846.0	Business
7848.0	Politics
7855.0	Technology
7857.0	Politics
7871.0	Business
7877.0	Business
7881.0	Technology
7884.0	Business
7896.0	Politics
7901.0	Politics
7920.0	Politics
7926.0	Business
7929.0	Business
7933.0	Business
7937.0	Business
7941.0	Business
7946.0	Business
7948.0	Politics
7954.0	Business
7960.0	Business
7964.0	Business
7968.0	Politics
7973.0	Technology
7975.0	Business
7978.0	Business
7982.0	Business
7993.0	Business
7994.0	Business
7998.0	Business
8001.0	Business
8011.0	Business
8016.0	Politics
8022.0	Politics
8036.0	Politics
8040.0	Business
8044.0	Business
8045.0	Business
8046.0	Politics
8054.0	Business
8064.0	Business
8067.0	Business
8083.0	Business
8086.0	Politics
8090.0	Business
8095.0	Business
8100.0	Politics
8103.0	Politics
8106.0	Politics
8107.0	Business
8112.0	Politics
8113.0	Politics
8120.0	Politics
8121.0	Business
8125.0	Politics
8134.0	Business
8140.0	Business
8141.0	Business
8142.0	Business
8144.0	Politics
8145.0	Politics
8149.0	Business
8152.0	Business
8154.0	Business
8156.0	Business
8158.0	Business
8160.0	Business
8165.0	Business
8171.0	Business
8175.0	Business
8176.0	Business
8178.0	Business
8179.0	Politics
8181.0	Business
8183.0	Business
8185.0	Politics
8188.0	Business
8194.0	Business
8199.0	Politics
8205.0	Business
8208.0	Politics
8209.0	Business
8211.0	Business
8212.0	Business
8216.0	Business
8224.0	Business
8228.0	Business
8231.0	Business
8234.0	Business
8236.0	Business
8241.0	Business
8246.0	Business
8250.0	Business
8262.0	Business
8268.0	Business
8272.0	Business
8276.0	Business
8277.0	Business
8284.0	Politics
8287.0	Politics
8295.0	Business
8301.0	Business
8332.0	Business
8338.0	Business
